speaker,speech,disrespect,respect,explanation,causal_reasoning,narrative,question,response,advocacy,public_interest,counterarguments,constructive_proposal
wikipedia,"On the right or Radical conservative right per internationally recognised expert: Jean-Yves Camus,Jean-Yves Camus is a Senior Fellow at the Center for the Analysis of the Radical Right (CARR) and the Director of the Observatory of Political Radicalism at Foundation Jean Jaures. He also sits on the Scientific Board of the DÃ©lÃ©gation interministÃ©rielle pour la lutte contre le racisme, lâ€™antisÃ©mitisme et la lutte contre lâ€™homophobie (DILCRAH). Prior to this, he was the research director at the European Center for Research on Racism and Anti-Semitism (CERA) in Paris. He is the author of seven books in French about the Front National and the Radical Right in France, including ""Les droites nationales et radicales en France"" (1992, with RenÃ© Monzat); ""Le Front national, histoire et analyse"" (Ã‰ditions Olivier Laurens, 1996), ""Le Front national"" (Ã‰ditions Milan), and ""ExtrÃ©mismes en France : faut-il en avoir peur ?"" (Ã‰ditions Milan, 2006). He has edited ""Les ExtrÃ©mismes en Europe"" (La Tour dâ€™Aigues, Ã©ditions de lâ€™Aube, 1998). Additionally, Camus has published scholarly articles and opinion pieces on the Front National, the Radical Right, anti-Semitism, and racism in France and has contributed to many edited volumes in English, German, Spanish, Portuguese, and other languages. With Nicolas Lebourg, he recently co-authored ""The Extremes Rights in Europe"" (Harvard University Press, 2017). a researcher at the Institut de relations internationales et stratÃ©giques (IRIS) since 2006 and president of the Observatoire des radicalitÃ©s politiques at the centre-left think tank Fondation Jean-JaurÃ¨s since 2014, who is a worldwide recognised specialist of this political field in France,""Jean-Yves Camus on the far right in France"". The Institute for European, Russian, and Eurasian Studies (IERES). states that Zemmour cannot be qualified as belonging to the far-right. He explains why: ""Far-right, we must not exaggerate. The far-right inevitably refers to the fascist, Nazi experiences, to collaboration. Ã‰ric Zemmour may have had extremely hazardous historical analyses, in particular on Marshal PÃ©tain and the fate of the Jews during the Second World War. But that he is not fascist, that seems absolutely obvious to me"".""Ã‰ric Zemmour, une passion franÃ§aise pour les candidatures venues de la sociÃ©tÃ© civile"". franceculture (in French). 4 July 2021.Category:CS1 French-language sources (fr)
Asked in October 2021 on the positioning of Eric Zemmour in relation to Marine Le Pen, Camus ranks him ""on the right"", more precisely in the family of the ""radical conservative right"", believing that he cannot be considered as a far-right man because of his background and potential electorate for the 2022 presidential election.""Eric Zemmour est-il d'extreme droite?"". levif.be (in French). 2021-10-04. Retrieved 2021-10-09.Category:CS1 French-language sources (fr)""La popularitÃ© de Zemmour et Le Pen"". tf1.fr (in French). 2021-10-04. Retrieved 2021-10-09.Category:CS1 French-language sources (fr)--",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
wikipedia,"Deprecate. The evidence presented for deprecation is convincing and so far undisputed. Of particular note is that this unreliability is broad, and not limited to a definable area, and as such I believe deprecation is our only option. Summoned by the bot; unclear to which RfC, and so drew the short straw",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
wikipedia,"The DRN had closed prematurely since I never got to add a third stmt. So it's apparently not resolved. Moderator suggested RfC as a binding solution. I don't know what I'm getting myself into, but I'm willing to go through the additional process to see if WP:IAR could ever be really used.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
wikipedia,"But if we're talking about consistency, it should be to a principle, not to other pages that may also be out of line, as it were. Also I'm not sure the Netherlands example, which has been cited previously, is analogous. Yes they are sometimes described as ""constituent countries"" which seem to be technically part of the kingdom, but they're more akin to British Overseas Territories, geographically and politically etc (that's how for example the BBC Country Profile treats them). Here we're talking about geographically contiguous home nations in a unitary state. The UAE is perhaps a closer comparison, and according to the examples above, bios do tend to append it to the constituent emirate. Adding two or three letters for clarity doesn't seem to me to be loading too much detail in. And of course there's the counter reductio ad absurdum argument that if we say ""oh, everyone knows that"", we needn't bother including half the content on many WP pages. N-HH talk/",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
wikipedia," @Hemiauchenia: BBC, New York Times, The Guardian, CNN, The Independent are not completely impartial in terms of the economic and political interests of Western governments and corporations in reports on non-Western countries. This is well modelled and quantified in propaganda model. But we don't exclude these sources. They don't promote Holocaust conspiracy theories, but few of them are using the expression ""Tigray genocide"" to describe the war crimes in the Tigray War that are happening right now, despite the overwhelming evidence for an ongoing genocide (genocide by starvation is one of the key techniques). But we still accept these as sources for Wikipedia rather than deprecate them as apologists for the Ethiopian and Eritrean governments. Template:Tq is only for quoting in talk and project pages. Do not use it in actual articles.Category:Pages with incorrect formatting templates use Relying on those uniquely for this particular topic is insufficient because to some degree they give vague statements with less details, making them less falsifiable in the Popper sense, e.g. ""20 people held a protest in city X on 23 June"" is more falsifiable than ""protests were recently held"".",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
wikipedia,"There does not a need the malice aforethought, that is a specific type of a legally defined murder.  This isn't law journal, it is an encyclopedia.  Long himself is not a factor, it hasn't been proven in court that he did this therefor labeling him a murderer would be incorrect as per BLP.  Eight people were shot and killed.  That's murder and there no serious debate about it not being murder.  If no one is ever convicted of this murder, it is still a murder.",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
wikipedia,"@Pickalittletalkalittle: @Politrukki: We are not going to include Coltrane on the basis of international coverage. That has long ceased to be a criteria for inclusion on the yearly pages - how many times does it need to be said that international coverage does not automatically equate international notability and in no way leads to automatic inclusion? That is a consensus that has long been established here (and indeed has now also been included in the FAQs on the top of the page), and we are not going to overturn it for a minor actor like Coltrane.",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
wikipedia,"No Great Shaker I would dispute the point you make in your final paragraph - ""British people do not use UK...they use their country"". The UK is the correct term for the country, it is a unitary sovereign state, a founding member state of the United Nations, and is therefore, I would suggest, very reasonable to include on this basis. The logic you apply here would suggest that we should also remove ""U.S."" from the location field of appropriate boxes and replace with ""America"" - after all, very few Americans would say they come from ""the U.S."" over simply saying ""America"". However, the U.S. is the technically correct term, and as this is intended to be an encyclopaedia, I don't agree that we should apply an arbitrary approach based on what some people might or might not say. On that basis, I think the inclusion of ""UK"" after E/S/W/NI is perfectly reasonable as a compromise. I am certainly not suggesting throwing out E/S/W/NI. I don't agree that identifying the sovereign state of a location (when this is done in all other cases) is superfluous.",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
wikipedia,"Yes; MOS:COMMONALITY is an additional argument to make here.  â€”â€¯SMcCandlish â˜ Â¢ ðŸ˜¼  00:32, 24 June 2018 (UTC)
 Comment: ""Alma mater"" and ""Education"" are quite distinctly different terms, and I assume that is why both parameters often appear in the same infobox templates. From my limited perspective as an English-language speaker, having received 100% of my formal education in the United States, ""alma mater"" is always (and only) an institution of learning, and should never be confused with ""education"".  ""Education"", on the other hand, is the field of study + extent of that study, usually expressed in number of years completed or degrees earned, and the institution(s) is mostly irrelevant.  For example, ""I have a Masters degree in Information Technology.""  One might add to that, ""... from M.I.T."", because of the common presumption that this otherwise unrelated factoid reflects on the 'quality' of that education.  More commonly, however, institutions aren't salient when describing one's ""education"".  
I was surprised to hear from the original poster that ""alma mater"" "":Template:Xt is only for examples of style and formatting. Do not use it in actual articles.Category:Pages with incorrect formatting templates use"", so I looked at the linked Talk page discussion to learn more.  I found several people claiming they have never heard of the term, and several claiming they have, but only one source (Oxford English Dictionary) was produced, and it doesn't indicate where the phrase is most common.  The original poster also says, "":Template:Xt is only for examples of style and formatting. Do not use it in actual articles.Category:Pages with incorrect formatting templates use""  That also applies to Americans, who would never use ""alma mater"" to describe their education, because it only describes an institution.  Looking further at the alma mater article and the examples within, it appears to me that the term is anything but ""Americentric"".  When the original poster claims, "":Template:Xt is only for examples of style and formatting. Do not use it in actual articles.Category:Pages with incorrect formatting templates use"", I'm having trouble wrapping my head around the assertion that only Americans know the difference between ""education"" and ""alma mater"".  If we're just working from personal perception and experience here, I guess mine is different.
If the ultimate intent is to remove the |alma_mater= parameter from infoboxes (-boxen?), I think a much better argument would be that it isn't really a ""key"" factoid deserving of infobox real estate.  It's a rarely used term in American English, too, after all.  And SMcCandlish raises some good points about the field being prone to misuse and misapplication.  I have no particular attachment to the parameter, but I can't bring myself to vote for removal if the reasoning is the anecdotal and unsupported ""alma mater is very Americentric"" assertion.",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
wikipedia,"Act of Senedd Cymru' is a separate concept, and a very specific case, which has no bearing on the name of the institution itself. It should be fairly obvious that 'Senedd Cymru' is not English, for if it were English, it would take the definite article. It may well be used in English in specific cases, but that doesn't change that it is Welsh. Nothing about the proposed wording that I supported (A) implies that Senedd Cymru is not part of the formal name of the institution. It only indicates that it is Welsh, which, indeed, it is! As for the last bit, it is helpful for one reason: you continually appoint yourself interpreter of the law, despite not having any qualifications to do so, at least in the context of Wikipedia. If there is anything that should be 'stopped', it is that interpretation! RGloucester  â€”",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
wikipedia,"Exclude - I understand the urge to humanize the statistics and cause a stronger emotional response, but that is not encyclopedias are for. Listing the hobbies and aspirations of children killed in shootings doesn't really contribute anything to the value of this article. Wikipedia isn't a depository of all information,  and there are plenty of ""human interest"" stories in the media that can and should serve a reader interested in such things much better than Wikipedia does.",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
wikipedia,"1 unless there is evidence that the question needs to be resolved centrally.  As a side note, I think 2B probably is the practice I would adopt, but I'm curious what someone would do if two items differed only by the ""diacritic"" (for lack of a better word; I think umlauts aren't actually diacritcs).  It's just a curiosity; I certainly don't propose that it be decided in the MOS. --",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
wikipedia,"See, I would actually be sympathetic to this, except that all sense of proportion is lost. Different Jews have different opinions (including between those on either side here) but what this page is doing is disproportionately listing a very large number of Jewish people who happen to support the view it reduces to nothing but a right-wing smear campaign (never mind what this would imply about clearly left-wing Jewish individuals who have publicly voiced concerns.). As per representative and statistically significant polls -- it is clear that these are no more than 15% of the Jewish community, yet they have probably the largest amount of space on the page. This is disproportionate. What is worse, a lot of these really have no merit to be here -- a magician? A totally unknown group far-left group in a foreign country? I mean, come on mate. Crying wolf about anti-semitism to  blcok criticism of Israel is a real problem and (as can observed nowadays...) in the long run makes it difficult to criticize actual antisemitism where it occurs because the word got cheapened -- which is in turn why similarly crying wolf about crying wolf about antisemitism to block criticism of Labour is not only hypocritical but also counterproductive. --",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
wikipedia,"I would think a split by court would necessitate a division by term served. For example, all the clerks would still be arranged by seat but also now would be separated in different articles by the time duration of the court involved. For example, the Supreme Court clerks of the Burger Court would still be separated by seat but include only those clerks that had served from OT 1969 to OT 1986. The clerks of the Rehnquist Court would slightly overlap, beginning with OT 1986 and ending with OT 2005. Roberts Court clerks would start with OT 2005. The clerks of terms that end one court and begin a second court would be repeated in successive articles.",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
wikipedia," Support P1 in hopes of putting to rest serious issues with NPOV. Dedicated sections on rankings and reputation can and should speak for themselves. Oppose both P2 and P3, although P2 is preferred over P3 by a wide margin. If P2 were adjusted to avoid puffery in the way suggested below by Robminchin, I would be open to supporting P2, although P1 is still preferred.",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
wikipedia,"I prefer a map of Mainland China (excluding the 2 SARs) as it is the most relevant here. The outbreak is centred in Mainland China and the reporting authority of provincial level data, is actually responsible for the mainland provinces (and not the SARs, whose data is reported by their respective authorities). Restricting it to Mainland China and provincial level numbers is consistent with the data source and also avoids any NPOV problems.--",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
wikipedia,"No one's going to die if these three articles are all deleted forever, with no merge, just deletion. 
As for the NOTGAMEGUIDE issue, you're kind of correct. I just removed some unneeded info from Mario Kart 8 Deluxe's battle mode section. I considered removing the fire-hopping thing, but it recieved alot of coverage.
I want time to think. I think my judgement is being impaired not because of my familiarity with the source material, but because i feel like i'm scrambling to not have my work be deleted on grounds i don't believe apply. I'm going quickly, and I want to slow down. I've been on this talk page for, like, six hours. I just want to play pokemon. this isn't me conceding, but I'm going to ask this.
Don't close the discussion yet, I need time to assemble my thoughts and form a proper defense. I need to work on proposals for ideas and compromises. Give me some time.",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
wikipedia,"Um, OK, well it seems unnecessarily complicate, but anyway why isn't it being used already?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
wikipedia,"Sorry no. Tilde#Approximation and List_of_mathematical_symbols#Equality,_equivalence_and_similarity cover this in more detail. Seems clear â‰ˆ means 'is approximately equal to' âˆ is for 'proportional to'. ~ is more generally just 'approximately' though it is sometime used in mathematics for other things like order of magnitude,  asymptotic equivalence,  similarity of geometric shapes ...",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
wikipedia,"I've read all the arguments and I would lean towards deprecating it. It's specifically a content resolution process and most content disputes are cleared up amicably when there is no incivility or duplicity. It reminds me of how we deprecated RFC-U some years go for behavioural issues. Nobody misses it and that kind of thing is handled, for better or worse, at ANI. I think DRN is just as capable without the bureacracy of MEDCOM, after all, ANI does not have a committee but has to accord severe sanctions on a community debated process.",0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
wikipedia,"Wow, did I just see a hint of anti-Croatian sentiment here? ;) There is no bias whatsoever in observing the simple fact that there is no factual, real-world presence of this entity in the domain that it aspires to have. I have had no idea what this ""Vice"" source is prior to reading about it here, which may not be indicative of much, but I am pretty sure that if you went into any other article related to geography and argued for e.g. Japanese sources for a Brazilian village, eyebrows would be raised, and very much logically so. Even still, I gave it the benefit of the doubt and read through, and all that I found was three quote farms, i.e. not really secondary sources. At least I don't see the assertions by two VICE News reporters that the thing ""exists"" as building upon the topic, and there's certainly no benefit of hindsight when they were providing direct coverage of the events at the time. --",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
wikidata,*If someone is ready to notify the admins then a little friendly message wouldn't hurt. Otherwise nothing should be mandatory. (i.e. must be notified before or after xx days or months.) By doing this there may be some cases where more then one person will notify concerned party and there may be are some cases where nobody will notify that is the ambiguous part but it will not put further responsibility on anyone. As far as gaming the system is concerned then admin in the dock once gets away with a few quick actions should not be notified second time if s/he is in a spot that is also a way.--,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
wikidata,A tool I miss here is the supressredirect. Since it's impossible for anybody to move in ns-0 it maybe is uncontroversial to add this right to some of the minor usergroups (RB and PC)? --,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
wikidata,I think it would make sense to have a process whereby a person who adds unverified information get's warned by a message on his talk page that he's engaging in behavior that could lead to a ban before he get's banned.,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
wikidata, (Â Oppose per the above comment...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,*I agree that these pages most often lacks notability for interwiki. But can anybody identify if there are any other functions such items can provide? --,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
wikidata,"*Does that mean, that an item can't be used as a source too? That would be disadvantageous an lead to doubled information since there are already many items about books and websites.--",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
meta.wikimedia,"supportÂ Strong support â†’18px Î±ÑµÎ¯É¾Î±Ê7 ([Ê†Îµt'Ï‚ tÎ±Ê†Æ˜ðŸ‡®ðŸ‡³])â† 09:12, 29 October 2022 (UTC)SupportÂ Support",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meta.wikimedia,"OpposeÂ Oppose I didn't like editing on Wikitravel, because the work I volunteered was being used by the corporation that ran it for profit, and they subsequently ran it into the ground, causing the split. I do not countenance Wikimedia going down that road.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
meta.wikimedia,"@to all stewards: it took 3 global sysops (wiki13, JurgenNL and myself) days to clean out all the mess he created with wrong languaged often unsourced and contentless stubs he placed on three small wikiversions (war, hif and ceb). We also discovered that on two versions a former local sysop and another colleague already had mass removed his ""trash"" two years ago. He simply had replaced all over again... This has to stop. Hope a steward can globally reblock since his promise was void.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
meta.wikimedia,"# Requesting restore is equivalent to voting ""oppose remove"" on the other polls. This is effectively splitting the debate presenting it as if it was something different. Of course voting ""oppose"" on the other petition doesn't look as important, so let's redress it. I support closing this and keeping the debate on a single place. [[es:User:Drini|es:]]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
meta.wikimedia,"Probably not. My tentative analysis: the WMF hired an Executive Director who, no surprise, had very little wiki experience. She may be an excellent executive, but will need sound advice, and she wasn't getting it from the Staff, which has, as is common with Staff at nonprofits, its own agenda. It's going to take her some time to sort this, I expect. On her talk page here, she professed puzzlement at what was happening. In fact, anyone who understands how the community works would not be puzzled by what is coming down, so she simply does not yet understand, that's all. She thought it was her job to have the WMF promote the interests of the millions of readers. Maybe, that could be part of it, but not at the expense of the core mission, damaging the engine that truly runs the wikis, without which the WMF would need a lot more money.
:::The WMF exists to ""engage and empower"" the community, not the other way around. --",1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
meta.wikimedia,"*::::: Sure, but PlanespotterA320 is still telling lies on local community, accusing us as Nazi supporter and denying sockpuppetry. It's a hard discussion.[[uz:Vikipediya:Administratorlar forumi]]",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
meta.wikimedia,"*::::I already asked Quentin for an extension on the sul-tool to show new mail. Same probs. Question: The token causes the you have new mail message to pop up? I hoped that this would work, obviously it doesn't :(( Currently I rely on email notification and the python script readtalk.py. Both not really convenient for lazy people like me. --",0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
meta.wikimedia,"OpposeÂ Oppose - I already voted ""support"" for ""NonFreeWiki"", a proposed project to use non-free media content and other content not qualified for Commons. If ""NonFreeWiki"" becomes the actual project, the proposal to extend the scope of Commons would be unnecessary. Regardless of the outcome of the ""NonFreeWiki"" proposal, I'm against extending the scope of Commons for now as the Commons project is unprepared to handle non-free content. --",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
meta.wikimedia,"**This is a problem indeed, but the community is too active for mass desysopship, GS and S can't handle all their request without having proper knowledge of the language, we traditionally never try to interfere with editorial dispute, and if editorial dispute did ever happened and its unrelated to the current armenian problem we have how could we solve it without the proper knowledge of the language?--",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
meta.wikimedia,"*As far as I know, content-wise Meta does not intervene in local projects, i.e. it's up to the community of a certain language to decide. Am I wrong? --",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
meta.wikimedia,"#:::@KKoolstra. That is a review process. The so-called vague wording is so we catch all meanings of review and process, whatever each community calls it, it is meant to be loose. A review process contains all the subsets of review procedure, inactivity regulation, etc.  Anyone of those in place puts a community outside of ""#proposal 3"". Have a look at the list that is being developed on the talk page, and you will see a list of wikis that have a review process of some form and therefore outside the scope of the proposed activity.
#::::OK, that changes my opinion to neutral (no real objections, no real pro's)",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
meta.wikimedia,"We will see. What i can tell you: if you won't stop taht behaviour your next blocks on de.wiki will be longer, much longer if not permanently. You are raising conflicts, you don't accept admin action but violate guidelines with using proxis and so on. With this behaviour you have no chance. And that you hand yourself to complete ridiculousness with claiming for article quality while by yourself you wrote articles that doesn't fit even the minimal criteria for an acceptable article.",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
meta.wikimedia,Then maybe you should elect a new bureaucrat? --,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
meta.wikimedia,"#I imagine that a decision to remove this flag would have to come from the Wikimedia Foundation itself, not from a handful of a users on Meta.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
meta.wikimedia,****Having banners pop up in my face every time I click an interwiki link is not very subtle.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
meta.wikimedia,"SupportÂ Support The evidence in the proposal, and a reading of some representative comments below (a few based on mis-assumptions), suggests that this is likely to be a net-positive change, for all.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
meta.wikimedia,"#::Really? Wherefore this request, if that is so? That's only one half of the truth. And you know that very well. --",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
meta.wikimedia,"Sorry to made new notification to you Billinghurst, let me answer this, Hi @ANBI: it was caused by this Stewards'_noticeboard#Proposal_to_remove_all_advanced_rightsholders_at_Pashto_Wikipedia, you may read the detail there.--",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
meta.wikimedia,"This global ban request clearly isn't going to succeed, so such a widespread broadcast would be excessive.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
meta.wikimedia,"SupportÂ Support One of the biggest rule violations is to evade a block for the purpose of continuing the behavior that led to it. This user has been doing that cross-wiki. ×¢×•×“×ž×™×©×”×• OdMishehu 00:26, 28 May 2019 (UTC)SupportÂ Support",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
meta.wikimedia,"OpposeÂ Oppose. There are some small wikipedias where the rules for deciding when to deactivate rights could be improved.  When such problems are recognised, they should be tacled on a case-by-case basis, however.  The reason is that the circumstances are widely different for different WP's, and what is a good idea in some of them isn't in some others.  Therefore, no binding policy should be taken.  (A proposal for e.g. recommendations I might have supported.)",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meta.wikimedia,"Well, you asked for response. It's abuse because the comment was made early on, in another context, and he made an error, out of his newness to the issue, which you might know enough, if you have been paying attention, to recognize. But because you are looking for support for your position, you didn't point out the error, because it would make that comment look less powerful and clear. In fact, the placement of that opinion, with the different name, made it look like there was more support for your position than actually exists. As people are becoming aware of this RfC, you can see what's happening. And that's without banners. (I assume that banners would be discussed before being requested or used.)
::::The entire line of conversation is irrelevant. All these comments would really belong on the attached Talk page, which I haven't done because of your behavior here, TelComNasSprVen or Alexander, whomever you are. I'm known in RL by ""Abd Lomax"".
::::And I see that TCNSV has edited his comment, to which others responded. Not after response. I'll fix it, per traditions on that. --",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
meta.wikimedia,SupportÂ Support per Seddon --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meta.wikimedia,"OpposeÂ Oppose Wikivercities' purpose is clear: Educating people. Wikipedia exists for accessing knowledge, Wikiversity exists for learning it. The existence of (severe or not) problems in english wikiversity, isn't a reason for shuting down all wikiversities! â€”Â The preceding unsigned comment was added by Î ÎµÏÎ¯ÎµÏÎ³Î¿Ï‚ (talk)OpposeÂ Oppose--",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
meta.wikimedia," Hi, @Pppery. It may look like a double jeopardy, but in fact is not. The previous unlock is with the condition, saying that As an update, after discussion among stewards Iâ€™ve unlocked User:PlanespotterA320. This situation is best handled in a (properly formatted) global ban request. Best,--Vermont. This is the first trial not the second. There was no previous trial before it, so it cannot be a double jeopardy",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
meta.wikimedia,"@Ca2james:  On your other point - yes in an ideal system with perfectly applied justice, the only person at fault is the topic banned editor. But you will always have some miscarriages of justice, as after all there would be no need for appeal if the system was perfect. 

Also, sometimes it may be a valid complaint, but some issue arises with the process. E.g. with the timing, an editor takes out a valid case, but does it at exactly the right moment to delay or obstruct some action against them, or to distract from a case they are losing. Or it could be that they do it without first attempting to resolve the problem editor's behaviour amicably. In both cases the action is valid, they had just cause, but there are issues with the process itself. Such cases could involve discussing whether the way the other editor behaved was appropriate. In some cases there might be issues with the admins as well.

In addition to all that, the thing is also, that we want it to be a friendly place, so if an editor comes to the board, raging / scared / anxious etc, the first thing is to help them to calm down and focus on what they can do constructively. That is unless of course it is obviously libelous or some such where it just can't be permitted at all. And that's another way in which the board can help, and no amount of documentation can provide that human touch of someone to just listen to their case. Sometimes all they may need is someone to listen and then they figure out what to do next by themselves. 

So, at that point, first comers to the board, I think them just saying a few bad things about other editors should be treated with a bit of leniency. Like listening to a friend who is in trouble. In just this board, for the first few comments, so long as they show that their reason for coming to the board is to seek help. I think that would become clear quite quickly. If they do, they will be glad to be guided in the direction of more constructive conversation as that's what they came there for. I did actually work out several different sets of ideas for ways of dealing with situations like this during the proposal discussions, in considerable detail indeed,  but @Darkfrog24: I think wisely suggested we don't put these into the mockup but leave it just as <<GUIDELINES PENDING>>. There would also for sure be some situations where the conversation has to continue via email so they don't have to say things publicly, and we have also discussed this. 

I feel I've said rather a lot today, hopefully not too much yet, but I think it's time to get on with the many other things I need to do :). After all the RfCs here are quite leisurely. Back tomorrow.",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
meta.wikimedia,"#::No, not as I understand it. We will pay for its development using donated funds, in the hopes that we will later be able to sell a license to Google and others to recoup the costs. But that's not guaranteed. I'm talking about Google paying for its development, ""cash up front.""",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
meta.wikimedia,"SupportÂ Support - INC indicated to me that he would only sock [on enwiki] for good purposes. I wasn't particularly happy with that, but I didn't see a need for banning at the time. With the recent mass BLP-violating vandalism, however, he's clearly thrown that out the window. I doubt that a ban will slow him down, but it's a step that needs to be taken. â€”",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
meta.wikimedia,"* Support I am firmly in favour of more global bans: if someone has exhausted their welcome at Wikipedia, why inflict them on other language versions of Wikipedia or on the sister projects? Some of those projects have great difficulty recruiting and retaining editors, why burden them with Wikipedia's sockpuppeting, trolling, spamming, vandalising people? It turns the sister projects from being potentially productive environments to hives of trolling and stupidity and editing solely to make a point. I believe in second chances: there are people who have left enwiki and gone on to do great work on other projects. But for people who aren't at all productive, we should probably be quicker to hand out global bans. I have no hestitation in saying that Poetlister is a perfect example of such a person. â€”",0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
meta.wikimedia,OpposeÂ Oppose few positive outcome for too much noise and problems ahead. --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meta.wikimedia,"May be. But IMHO it sounds too fuzzy for explaining the problem for our English speaking colleagues. Yep, in the ideal world you would be absolutely right. But here (being a native Russian speaker) I would rather agree with Nil Einne's conclusion.",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
meta.wikimedia,"@Turkmen: Considering that Baskervill was desysopped for the wheel warring and is now running for administrator again, I would think that the community should be able to review what happened when making their decision. --",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
